actual_data_bytes_a2b	actual_data_bytes_b2a	rexmt_data_pkts_a2b	rexmt_data_pkts_b2a	RTT_avg_a2b	RTT_avg_b2a	RTT_stdev_a2b	RTT_stdev_b2a
0	0	1	0	0.0	0.0	0.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
2598	14464	1	0	242.7	9.0	109.8	20.3
0	0	0	0	385.7	0.5	0.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
708	3996	0	0	11.0	20.5	2.6	34.5
643	3803	0	0	10.1	11.8	1.3	22.6
625	200	0	0	13.0	0.3	19.6	0.2
0	0	2	0	0.0	0.0	0.0	0.0
633	239	1	0	37.8	6.6	0.0	5.6
643	3803	0	0	10.0	13.0	0.7	25.3
411	3497	1	0	29.0	0.4	0.0	0.1
411	3496	1	0	33.9	0.4	0.0	0.2
633	208	0	0	19.0	0.4	19.8	0.2
0	0	2	0	0.0	0.0	0.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
6633	17100	3	0	21.1	10.7	21.6	23.5
263	396	5	0	28.9	23.0	0.0	39.2
397	161	1	0	4.5	0.3	1.3	0.0
322	161	0	0	77.5	0.5	140.8	0.0
322	161	0	0	77.6	0.3	145.8	0.0
322	161	0	0	77.3	0.3	144.8	0.0
9569	414681	2	1	242.9	3.2	163.4	10.9
0	0	0	0	231.1	0.2	0.0	0.0
3410	35009	2	0	121.0	9.8	6.9	19.3
1303	742	2	0	112.5	14.4	2.1	26.6
17702	452711	7	1	195.7	5.5	186.3	16.7
5431	83607	3	0	122.3	9.0	13.3	20.1
633	150	0	0	185.2	0.5	101.3	0.5
22820	64348	3	6	277.4	31.3	168.9	26.3
1892	3646	0	0	101.7	0.2	115.4	0.1
2921	3310	0	0	50.4	0.2	10.7	0.0
4313	2793	7	5	17.8	9.9	15.4	21.3
1301	710	5	1	15.9	1.6	14.0	2.6
1087	784	5	2	14.1	0.4	13.9	0.3
0	0	2	0	0.0	0.0	0.0	0.0
5307	3137	1	0	302.0	31.2	189.9	28.8
780	4688	0	0	15.7	0.5	17.1	0.5
749	6982	0	1	31.2	0.5	31.5	0.5
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
1545	6654	1	0	268.8	2.2	148.0	4.6
20187	7108	4	0	278.6	38.0	106.3	22.9
1892	3646	0	0	52.0	0.2	11.1	0.1
2921	3571	0	1	46.7	0.3	3.3	0.1
1945	3550	0	0	47.0	0.2	3.5	0.1
1914	1374	5	1	14.8	0.7	13.0	1.1
1674	8732	5	0	12.9	0.2	11.9	0.1
1301	773	5	2	14.8	1.5	13.9	2.5
15372	13637	0	3	371.8	7.1	140.9	12.8
32301	810	5	0	15.2	0.3	19.6	0.2
749	7254	0	1	17.4	0.7	17.7	0.8
3531	1826	8	1	16.5	10.7	15.6	25.1
117	133	0	0	44.0	30.7	0.0	0.0
188	1292	0	0	2.9	0.3	1.0	0.1
171	426	0	0	3.0	0.4	1.3	0.1
158	1643	0	0	3.2	0.2	0.9	0.1
1860	7571	2	0	9.1	0.4	9.0	0.4
749	7187	0	1	16.8	0.6	17.8	0.6
1892	3646	0	0	57.4	0.2	17.8	0.0
2921	3310	0	0	47.8	0.2	2.9	0.0
749	7477	0	1	20.4	0.6	16.1	0.6
749	7081	0	1	17.4	0.5	17.7	0.5
749	6855	0	1	17.2	0.5	17.6	0.5
149	1967	0	0	2.4	0.5	0.6	0.3
147	1587	0	0	3.1	0.4	2.0	0.2
149	1970	0	0	3.3	0.4	0.6	0.0
149	1895	0	0	3.7	0.4	1.4	0.2
2386	8286	1	1	14.7	0.2	5.8	0.1
5808	13035	0	1	173.4	0.2	320.1	0.1
5447	9736	1	0	12.0	0.2	2.8	0.0
3228	8941	0	1	11.6	0.1	3.0	0.0
3196	8829	0	1	14.2	0.1	5.1	0.0
749	6984	0	1	20.4	0.3	17.3	0.3
7704	32147	0	9	777.7	9.2	579.3	17.6
5418	5834	1	1	50.3	6.2	5.4	9.0
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
1408	1452	5	0	14.8	8.1	13.8	20.1
749	7177	0	1	17.2	0.3	17.8	0.2
1300	710	5	1	11.0	0.6	2.2	0.9
1892	3646	0	0	47.1	0.2	4.3	0.1
2793	3571	0	1	100.0	0.1	110.4	0.1
6273	8206	9	3	13.9	15.5	12.0	30.5
749	6723	0	1	16.5	0.6	18.0	0.6
0	0	0	0	0.0	0.0	0.0	0.0
1892	3646	0	0	47.0	0.3	5.1	0.1
2793	3310	0	0	217.7	0.2	297.4	0.1
1682	4323	0	0	4.3	0.8	2.3	0.8
3992	3605	2	0	4.0	29.6	1.3	46.2
322	161	0	0	68.0	0.4	122.3	0.0
2110	4075	2	0	3.5	17.7	1.2	25.3
1945	3550	0	0	56.0	0.2	18.3	0.1
8888	6188	5	0	15.1	0.4	11.9	0.3
749	7199	0	1	17.6	0.5	18.6	0.5
6374	6157	0	1	9.6	0.4	0.7	0.5
749	7148	0	1	19.9	0.6	18.6	0.6
149	1531	0	0	3.3	0.2	1.0	0.1
181	1622	0	0	2.8	0.3	1.2	0.2
1069	6631	0	0	29.0	0.2	0.5	0.1
1325	6279	0	0	28.9	0.2	0.4	0.1
1924	3646	0	0	51.1	0.2	13.7	0.2
2921	3310	0	0	48.0	0.2	7.1	0.1
2921	3332	0	1	76.8	0.2	55.8	0.1
226	2862	0	0	29.8	0.3	1.6	0.0
1299	710	5	1	15.8	1.3	15.8	2.2
749	7370	0	2	16.8	0.6	17.6	0.6
1892	3646	0	0	63.2	0.2	28.8	0.1
2921	3310	0	0	49.9	0.2	8.8	0.1
4058	12972	0	0	16.3	0.4	13.4	0.4
2166	4709	0	0	360.3	11.8	250.3	25.3
630	4653	0	1	17.2	0.4	16.5	0.5
188403	578461	0	24	36.2	18.1	13.0	24.8
3302	207388	1	1	9.1	2.8	12.2	12.4
25225	17819	4	0	14.7	0.2	12.5	0.1
2897	14654	3	1	17.0	3.6	14.7	8.7
6819	23320	4	0	20.5	0.3	13.8	0.5
27205	17066503	1	6	42.3	2.1	22.5	9.3
2292	77621	4	0	16.6	2.6	15.5	7.5
2989	1213915	1	1	52.4	0.4	26.2	0.5
1081	2942751	0	14	22.2	0.5	9.8	2.3
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
2164	1025653	5	0	24.9	0.7	19.8	1.6
357	3803	0	0	36.2	12.0	2.6	23.4
422	3996	0	0	35.2	17.7	1.2	29.8
0	0	1	0	18.4	0.3	0.0	0.0
1219	6581	4	0	15.0	6.9	1.1	13.4
3607	6129	1	2	29.6	0.7	2.1	1.0
4290	79269	1	0	17.9	6.1	13.8	15.2
16154	11393112	1	2	32.1	0.4	16.2	0.3
928	25330	3	0	20.2	5.3	19.0	11.1
2794	5543	0	0	21.1	0.2	14.9	0.3
3606	4709	1	0	139.8	10.6	43.3	22.8
1894	11331	0	0	36.3	0.3	20.0	0.4
1892	3646	0	0	46.7	0.1	2.5	0.0
2921	3310	0	0	59.7	0.1	18.9	0.0
2359	1253	1	1	21.1	0.5	18.8	0.8
